Word,PosTag,NamedEntity,PreviousPosTag,PreviousWord,NextPosTag,NextWord
37,16,1,1,13,1,67
71,2,1,15,35,2,68
72,3,1,3,69,7,69
73,0,3,4,70,7,70
74,0,3,1,71,22,71
75,21,3,1,72,7,72
76,0,3,20,73,9,73
77,9,1,1,74,17,74
78,8,1,8,75,2,75
79,3,1,7,76,2,76
80,3,1,4,77,5,7
8,6,1,4,78,6,8
81,11,1,0,0,9,13
16,9,1,10,79,1,77
82,2,1,8,14,1,50
54,2,1,3,80,2,78
83,3,1,3,52,9,51
55,9,1,4,81,15,79
84,15,1,8,53,23,80
85,22,1,14,82,10,81
86,10,1,21,83,11,16
19,11,1,9,84,9,51
55,9,1,10,17,15,82
87,15,1,8,53,10,83
88,10,1,14,85,2,84
89,3,1,9,86,9,51
55,9,1,4,87,15,85
90,15,1,8,53,11,16
19,11,1,14,88,14,42
46,14,1,10,17,4,30
33,5,1,13,44,15,86
91,15,1,6,31,10,87
92,10,1,14,89,17,35
39,8,1,9,90,7,11
14,0,0,7,37,7,36
40,0,0,1,12,5,7
8,6,1,1,38,6,8
81,11,1,0,0,9,13
16,9,1,10,79,17,74
78,8,1,8,14,2,88
93,3,1,7,76,1,89
94,2,1,4,91,2,90
95,3,1,3,92,10,87
92,10,1,4,93,7,91
0,0,0,9,90,7,92
96,0,1,1,1,7,93
97,0,1,1,94,7,94
98,0,3,1,95,7,95
99,0,3,1,96,3,3
4,4,1,1,97,4,96
100,5,1,5,5,2,32
35,3,1,6,98,12,97
101,12,1,4,33,20,65
70,20,1,11,99,12,98
102,12,1,19,68,23,80
85,22,1,11,100,1,99
103,2,1,21,83,12,100
104,12,1,3,101,10,45
49,10,1,11,102,17,35
39,8,1,9,47,2,101
105,3,1,7,37,23,80
85,22,1,4,103,2,102
106,3,1,21,83,2,103
107,3,1,4,104,12,104
108,12,1,4,105,9,51
55,9,1,11,106,17,74
78,8,1,8,53,19,105
109,19,1,7,76,1,106
110,2,1,18,107,23,80
85,22,1,3,108,1,107
111,2,1,21,83,2,108
112,3,1,3,109,3,3
4,4,1,4,110,4,109
113,5,1,5,5,1,101
105,2,1,6,111,2,110
114,3,1,3,103,5,7
8,6,1,4,112,6,8
99,17,3,0,0,15,111
115,15,1,16,97,7,112
116,0,2,14,113,0,113
117,1,1,1,114,10,114
118,10,1,2,115,12,115
119,12,1,9,116,10,45
49,10,1,11,117,7,49
53,0,4,9,47,23,80
85,22,1,1,51,7,116
120,0,4,21,83,24,83
88,23,1,1,118,10,117
121,10,1,22,86,2,118
122,3,1,9,119,12,119
123,12,1,4,120,2,32
35,3,1,11,121,14,120
124,14,1,4,33,4,121
125,5,1,13,122,7,122
126,0,2,6,123,7,123
127,0,2,1,124,7,124
128,0,2,1,125,25,125
129,24,1,1,126,7,126
130,0,2,23,127,26,127
131,25,1,1,128,27,128
132,26,1,24,129,1,26
29,2,1,25,130,2,27
30,3,1,3,27,2,28
31,3,1,4,28,5,7
8,6,1,4,29,6,8
133,22,1,0,0,7,95
99,0,3,21,131,9,129
134,9,1,1,97,3,3
4,4,1,8,132,4,130
135,5,1,5,5,28,131
136,27,1,6,133,2,88
93,3,1,26,134,10,114
118,10,1,4,91,17,35
39,8,1,9,116,7,91
0,0,0,7,37,16,33
37,16,1,1,1,2,132
137,3,1,15,35,1,37
41,2,1,4,135,2,38
42,3,1,3,39,20,65
70,20,1,4,40,1,133
138,2,1,19,68,2,102
106,3,1,3,136,2,110
114,3,1,4,104,12,134
139,12,1,4,112,20,65
70,20,1,11,137,9,135
140,9,1,19,68,10,81
86,10,1,8,138,1,58
63,2,1,9,84,2,84
89,3,1,3,61,9,51
55,9,1,4,87,15,136
141,15,1,8,53,10,137
142,10,1,14,139,19,138
143,19,1,9,140,9,51
55,9,1,18,141,19,139
144,19,1,8,53,17,74
78,8,1,18,142,1,140
145,2,1,7,76,2,141
146,3,1,3,143,3,3
4,4,1,4,144,1,101
105,2,1,5,5,2,110
114,3,1,3,103,5,7
8,6,1,4,112,6,8
147,0,2,0,0,7,92
96,0,1,1,145,7,142
148,0,1,1,94,7,143
149,0,3,1,146,7,144
150,0,3,1,147,7,145
151,0,3,1,148,9,146
152,9,1,1,149,29,147
153,28,1,8,150,15,148
154,15,1,27,151,7,95
99,0,3,14,152,10,149
155,10,1,1,97,17,150
156,8,1,9,153,1,91
0,2,0,7,154,2,151
157,3,1,3,1,12,152
158,12,1,4,155,16,153
159,16,1,11,156,2,154
160,3,1,15,157,10,155
161,10,1,4,158,30,156
162,29,1,9,159,1,157
163,2,1,28,160,2,158
164,3,1,3,161,10,159
165,10,1,4,162,21,66
57,18,1,9,163,1,160
166,2,1,17,55,2,161
167,3,1,3,164,5,7
8,6,1,4,165,21,66
57,18,1,29,166,6,8
8,6,1,29,166,6,8
168,19,1,0,0,7,116
120,0,4,18,167,23,80
85,22,1,1,118,7,49
53,0,4,21,83,9,162
169,9,1,1,51,7,95
99,0,3,8,168,16,33
37,16,1,1,97,2,88
93,3,1,15,35,5,7
8,6,1,4,91,6,8
13,8,1,0,0,7,91
0,0,0,7,11,16,33
37,16,1,1,1,1,50
54,2,1,15,35,1,37
41,2,1,3,52,23,80
85,22,1,3,39,1,163
170,2,1,21,83,12,164
171,12,1,3,169,13,165
172,13,1,11,170,1,166
173,2,1,12,171,3,3
4,4,1,3,172,4,167
174,5,1,5,5,17,35
39,8,1,6,173,2,168
175,3,1,7,37,19,169
176,19,1,4,174,1,170
177,2,1,18,175,2,90
95,3,1,3,176,23,80
85,22,1,4,93,4,171
178,5,1,21,83,12,172
179,12,1,6,177,3,3
4,4,1,11,178,17,35
39,8,1,5,5,1,173
180,2,1,7,37,1,37
41,2,1,3,179,12,134
139,12,1,3,39,5,7
8,6,1,11,137,6,8
181,0,1,0,0,13,174
182,13,1,1,180,19,175
183,19,1,12,181,15,176
184,15,1,18,182,15,177
185,15,1,14,183,3,3
4,4,1,14,184,2,121
125,3,1,5,5,2,178
186,3,1,4,123,20,65
70,20,1,4,185,17,74
78,8,1,19,68,1,179
187,2,1,7,76,2,28
31,3,1,3,186,1,180
188,2,1,4,29,3,3
4,4,1,3,187,7,126
130,0,2,5,5,24,181
189,23,1,1,128,0,182
190,1,1,22,188,15,183
191,15,1,2,189,3,3
4,4,1,14,190,4,174
182,5,1,5,5,15,176
184,15,1,6,181,15,184
192,15,1,14,183,3,3
4,4,1,14,191,12,185
193,12,1,5,5,10,159
165,10,1,11,192,2,186
194,3,1,9,163,30,187
195,29,1,4,193,2,102
106,3,1,28,194,2,188
196,3,1,4,104,5,7
8,6,1,4,195,6,8
6,2,2,0,0,12,189
197,12,1,3,7,15,190
198,15,1,11,196,10,14
17,10,1,14,197,7,15
18,0,1,9,15,31,138
143,30,1,1,16,9,51
55,9,1,30,141,17,57
62,8,1,8,53,2,191
199,3,1,7,60,3,3
4,4,1,4,198,1,101
105,2,1,5,5,2,110
114,3,1,3,103,10,45
49,10,1,4,112,28,192
200,27,1,9,47,2,32
35,3,1,26,199,20,65
70,20,1,4,33,23,193
201,22,1,19,68,9,194
202,9,1,21,200,2,195
203,3,1,8,201,10,83
88,10,1,4,202,1,1
2,2,2,9,86,2,196
204,3,1,3,3,2,19
22,3,1,4,203,3,3
4,4,1,4,20,12,20
23,12,1,5,5,3,3
4,4,1,11,21,4,197
205,5,1,5,5,1,5
6,2,2,6,204,2,6
7,3,1,3,7,14,198
206,14,1,4,8,4,199
207,5,1,13,205,12,20
23,12,1,6,206,10,200
208,10,1,11,21,7,201
209,0,4,9,207,5,7
8,6,1,1,208,6,8
57,18,1,0,0,32,202
210,31,1,17,55,11,61
66,11,1,31,209,13,174
182,13,1,10,64,3,3
4,4,1,12,181,4,30
33,5,1,5,5,19,203
211,19,1,6,31,1,204
212,2,1,18,210,10,155
161,10,1,3,211,0,182
190,1,1,9,159,33,205
213,32,1,2,189,1,47
51,2,1,32,212,12,46
50,12,1,3,49,13,165
172,13,1,11,48,30,206
214,29,1,12,171,3,3
4,4,1,28,213,4,207
215,5,1,5,5,7,208
36,0,4,6,214,16,33
37,16,1,1,34,2,209
216,3,1,15,35,20,65
70,20,1,4,215,21,66
57,18,1,19,68,7,210
217,0,0,17,55,7,211
218,0,0,1,216,7,212
219,0,0,1,217,16,153
159,16,0,1,218,7,36
40,0,0,15,157,25,125
129,24,1,1,38,7,213
220,0,0,23,127,26,127
131,25,1,1,219,2,214
221,3,1,24,129,7,215
222,0,3,4,220,7,216
223,0,3,1,221,7,217
224,0,3,1,222,9,13
16,9,1,1,223,10,14
17,10,1,8,14,7,218
225,0,0,9,15,2,219
226,3,0,1,224,5,7
8,6,1,4,225,6,8
227,0,4,0,0,0,220
228,1,1,1,226,15,221
229,15,1,2,227,12,222
230,12,1,14,228,3,3
4,4,1,11,229,4,109
113,5,1,5,5,1,223
231,2,1,6,111,2,110
114,3,1,3,230,10,114
118,10,1,4,112,2,224
232,3,1,9,116,2,225
233,3,1,4,231,9,226
234,9,1,4,232,10,227
235,10,1,8,233,7,228
236,0,1,9,234,10,114
118,10,1,1,235,17,74
78,8,1,9,116,1,5
6,2,2,7,76,2,229
237,3,1,3,7,9,230
238,9,1,4,236,12,231
239,12,1,8,237,14,120
124,14,1,11,238,4,121
125,5,1,13,122,17,150
156,8,1,6,123,2,232
240,3,1,7,154,1,180
188,2,1,4,239,3,3
4,4,1,3,187,1,26
29,2,1,5,5,2,27
30,3,1,3,27,2,28
31,3,1,4,28,10,87
92,10,1,4,29,30,233
241,29,1,9,90,15,234
242,15,1,28,240,2,235
243,3,1,14,241,5,7
8,6,1,4,242,6,8
36,0,4,0,0,9,236
244,9,1,1,34,8,237
245,7,1,8,243,2,32
35,3,1,33,244,10,45
49,10,1,4,33,7,49
53,0,4,9,47,1,89
94,2,1,1,51,2,238
246,3,1,3,92,20,65
70,20,1,4,245,19,239
247,19,1,19,68,2,240
248,3,1,18,246,10,155
161,10,1,4,247,1,241
249,2,1,9,159,12,242
250,12,1,3,248,5,7
8,6,1,11,249,6,8
251,11,1,0,0,9,243
252,9,1,10,250,10,227
235,10,1,8,251,8,244
253,7,1,9,234,12,245
254,12,1,33,252,10,155
161,10,1,11,253,1,5
6,2,2,9,159,2,246
255,3,1,3,7,20,65
70,20,1,4,254,17,247
256,8,1,19,68,8,248
257,7,1,7,255,2,249
258,3,1,33,256,10,155
161,10,1,4,257,1,250
259,2,1,9,159,12,242
250,12,1,3,258,5,7
8,6,1,11,249,6,8
260,33,1,34,259,6,8
261,0,1,0,0,7,251
262,0,3,1,260,2,252
263,3,1,1,261,2,253
264,3,1,4,262,0,254
265,1,1,4,263,10,64
69,10,1,2,264,19,255
266,19,1,9,67,34,256
267,34,1,18,265,8,257
268,7,1,35,266,5,7
8,6,1,33,267,6,8
269,0,4,0,0,8,10
12,7,1,1,268,6,8
270,8,1,0,0,1,258
271,2,1,7,269,1,169
176,2,1,3,270,1,259
272,2,1,3,175,2,253
264,3,1,3,271,10,155
161,10,1,4,263,17,74
78,8,1,9,159,2,252
263,3,1,7,76,10,87
92,10,1,4,262,7,260
273,0,4,9,90,2,261
274,3,1,1,272,2,262
275,3,1,4,273,7,263
276,0,3,4,274,7,251
262,0,3,1,275,9,51
55,9,1,1,261,15,264
277,15,1,8,53,10,64
69,10,1,14,276,19,255
266,19,1,9,67,34,256
267,34,1,18,265,8,257
268,7,1,35,266,10,14
17,10,1,33,267,7,15
18,0,1,9,15,10,149
155,10,1,1,16,17,150
156,8,1,9,153,2,265
278,3,1,7,154,10,155
161,10,1,4,277,17,247
256,8,1,9,159,10,155
161,10,1,7,255,17,35
39,8,1,9,159,1,266
279,2,1,7,37,2,267
280,3,1,3,278,16,33
37,16,1,4,279,1,268
281,2,1,15,35,12,269
282,12,1,3,280,5,7
8,6,1,11,281,6,8
270,8,1,0,0,7,270
283,0,4,7,269,2,271
284,3,1,1,282,9,272
285,9,1,4,283,8,273
286,7,1,8,284,12,274
287,12,1,33,285,25,125
129,24,1,11,286,34,256
267,34,1,23,127,8,275
288,7,1,35,266,26,127
131,25,1,33,287,10,64
69,10,1,24,129,17,35
39,8,1,9,67,2,253
264,3,1,7,37,10,155
161,10,1,4,263,21,66
57,18,1,9,159,0,276
289,1,2,17,55,19,55
60,19,2,2,288,17,277
290,8,2,18,58,30,278
291,29,2,7,289,21,66
57,18,1,28,290,20,65
70,20,1,17,55,24,181
189,23,1,19,68,7,251
262,0,3,22,188,15,279
292,15,1,1,261,10,14
17,10,1,14,291,17,74
78,8,1,9,15,2,280
293,3,1,7,76,10,155
161,10,1,4,292,7,281
294,0,4,9,159,2,282
295,3,1,1,293,2,283
296,3,1,4,294,10,227
235,10,1,4,295,1,266
279,2,1,9,234,8,284
297,7,1,3,278,5,7
8,6,1,33,296,6,8
298,10,1,0,0,17,35
39,8,1,9,297,2,285
299,3,1,7,37,10,155
161,10,1,4,298,17,74
78,8,1,9,159,7,286
300,0,1,7,76,8,287
301,7,1,1,299,2,288
302,3,1,33,300,10,227
235,10,1,4,301,17,35
39,8,1,9,234,1,289
303,2,2,7,37,2,290
304,3,1,3,302,10,155
161,10,1,4,303,7,291
305,0,4,9,159,11,292
306,11,1,1,304,9,293
307,9,1,10,305,17,35
39,8,1,8,306,2,294
308,3,1,7,37,10,155
161,10,1,4,307,2,295
309,3,1,9,159,10,296
310,10,1,4,308,17,35
39,8,1,9,309,2,297
311,3,1,7,37,20,65
70,20,1,4,310,33,298
312,32,1,19,68,11,16
19,11,1,32,311,9,51
55,9,1,10,17,15,299
313,15,1,8,53,10,87
92,10,1,14,312,17,74
78,8,1,9,90,2,300
314,3,1,7,76,5,7
8,6,1,4,313,6,8
315,12,1,0,0,19,301
316,19,1,11,314,9,302
317,9,1,18,315,19,303
318,19,1,8,316,8,304
319,7,1,18,317,1,47
51,2,1,33,318,12,305
320,12,1,3,49,24,83
88,23,1,11,319,9,306
321,9,1,22,86,15,307
322,15,1,8,320,35,303
318,35,1,14,321,10,64
69,10,1,36,317,2,265
278,3,1,9,67,10,87
92,10,1,4,277,7,251
262,0,3,9,90,16,33
37,16,1,1,261,1,308
323,2,1,15,35,2,309
324,3,1,3,322,7,310
325,0,3,4,323,7,311
326,0,3,1,324,20,65
70,20,1,1,325,32,312
327,31,1,19,68,9,313
328,9,1,31,326,10,18
21,10,1,8,327,11,314
329,11,1,9,19,10,45
49,10,1,10,328,8,284
297,7,1,9,47,3,3
4,4,1,33,296,8,315
330,7,1,5,5,5,7
8,6,1,33,329,6,8
331,11,1,0,0,9,316
332,9,1,10,330,17,74
78,8,1,8,331,1,317
333,2,1,7,76,2,318
334,3,1,3,332,23,80
85,22,1,4,333,2,319
335,3,1,21,83,10,155
161,10,1,4,334,2,320
336,3,1,9,159,9,321
337,9,1,4,335,2,322
338,3,1,8,336,15,323
339,15,1,4,337,10,87
92,10,1,14,338,7,251
262,0,3,9,90,3,3
4,4,1,1,261,4,324
340,5,1,5,5,28,131
136,27,1,6,339,12,325
341,12,1,26,134,20,65
70,20,1,11,340,24,181
189,23,1,19,68,17,150
156,8,1,22,188,1,326
342,2,1,7,154,1,327
343,2,2,3,341,2,328
344,3,1,3,342,9,329
345,9,1,4,343,10,64
69,10,1,8,344,8,330
346,7,1,9,67,12,274
287,12,1,33,345,25,125
129,24,1,11,286,34,256
267,34,1,23,127,8,331
347,7,1,35,266,26,127
131,25,1,33,346,5,7
8,6,1,24,129,6,8
13,8,1,0,0,2,332
348,3,1,7,11,9,333
349,9,1,4,347,10,155
161,10,1,8,348,17,74
78,8,1,9,159,12,325
341,12,1,7,76,2,334
350,3,1,11,340,10,227
235,10,1,4,349,8,335
351,7,1,9,234,15,336
352,15,1,33,350,8,337
353,7,1,14,351,5,7
8,6,1,33,352,6,8
260,33,1,34,259,6,8
354,0,4,0,0,0,338
355,1,1,1,353,7,339
356,0,4,2,354,0,340
357,1,1,1,355,2,341
358,3,1,2,356,10,64
69,10,1,4,357,12,342
359,12,1,9,67,5,7
8,6,1,11,358,6,8
360,29,4,0,0,8,10
12,7,1,28,359,6,8
354,0,4,0,0,10,14
17,10,1,1,353,7,15
18,0,1,9,15,9,148
154,9,1,1,16,7,343
361,0,4,8,152,10,155
161,10,1,1,360,30,344
362,29,1,9,159,17,35
39,8,1,28,361,2,341
358,3,1,7,37,10,64
69,10,1,4,357,17,74
78,8,1,9,67,2,345
363,3,1,7,76,10,155
161,10,1,4,362,12,342
359,12,1,9,159,10,200
208,10,1,11,358,17,35
39,8,1,9,207,7,339
356,0,4,7,37,7,346
364,0,4,1,355,10,18
21,10,1,1,363,17,74
78,8,1,9,19,2,347
365,3,1,7,76,3,3
4,4,1,4,364,7,348
366,0,4,5,5,10,87
92,10,1,1,365,7,349
367,0,2,9,90,7,350
368,0,1,1,366,7,351
369,0,1,1,367,7,352
370,0,3,1,368,7,353
371,0,3,1,369,17,354
372,8,1,1,370,2,355
373,3,1,7,371,24,83
88,23,1,4,372,9,356
374,9,1,22,86,7,357
375,0,4,8,373,5,7
8,6,1,1,374,6,8
376,29,1,0,0,1,139
144,2,1,28,375,12,358
377,12,1,3,142,10,114
118,10,1,11,376,1,359
378,2,2,9,116,2,360
379,3,1,3,377,12,361
380,12,1,4,378,9,13
16,9,1,11,379,17,35
39,8,1,8,14,2,362
381,3,1,7,37,9,51
55,9,1,4,380,19,363
382,19,1,8,53,3,3
4,4,1,18,381,4,364
383,5,1,5,5,10,227
235,10,1,6,382,1,365
384,2,1,9,234,12,342
359,12,1,3,383,10,18
21,10,1,11,358,7,339
356,0,4,9,19,20,65
70,20,1,1,355,7,366
385,0,0,19,68,7,367
386,0,0,1,384,2,68
72,3,1,1,385,7,368
387,0,3,4,70,7,369
388,0,3,1,386,9,73
77,9,1,1,387,7,370
389,0,0,8,75,27,371
390,26,1,1,388,21,66
57,18,1,25,389,17,372
13,8,1,17,55,1,373
391,2,1,7,11,2,341
358,3,1,3,390,10,64
69,10,1,4,357,17,35
39,8,1,9,67,2,374
392,3,1,7,37,10,155
161,10,1,4,391,17,35
39,8,1,9,159,12,342
359,12,1,7,37,0,220
228,1,1,11,358,15,176
184,15,1,2,227,15,375
393,15,1,14,183,10,87
92,10,1,14,392,17,35
39,8,1,9,90,7,339
356,0,4,7,37,12,376
394,12,1,1,355,5,7
8,6,1,11,393,21,66
57,18,1,29,166,6,8
395,3,1,0,0,12,361
380,12,1,4,394,9,377
396,9,1,11,379,7,378
354,0,4,8,395,16,33
37,16,1,1,353,1,379
397,2,1,15,35,2,380
398,3,1,3,396,10,18
21,10,1,4,397,7,343
361,0,4,9,19,20,65
70,20,1,1,360,7,381
399,0,3,19,68,7,382
400,0,3,1,398,20,65
70,20,1,1,399,10,137
142,10,1,19,68,30,278
291,29,1,9,140,17,74
78,8,1,28,290,1,383
401,2,1,7,76,2,384
402,3,1,3,400,10,45
49,10,1,4,401,7,339
356,0,4,9,47,10,14
17,10,1,1,355,7,41
45,0,1,9,15,10,83
88,10,1,1,43,11,16
19,11,1,9,86,9,51
55,9,1,10,17,2,362
381,3,1,8,53,10,64
69,10,1,4,380,17,35
39,8,1,9,67,12,385
403,12,1,7,37,3,3
4,4,1,11,402,4,386
404,5,1,5,5,1,365
384,2,1,6,403,12,342
359,12,1,3,383,5,7
8,6,1,11,358,6,8
57,18,1,0,0,19,387
405,19,1,17,55,0,182
190,1,1,18,404,17,35
39,8,1,2,189,2,362
381,3,1,7,37,10,64
69,10,1,4,380,17,35
39,8,1,9,67,8,388
406,7,1,7,37,12,389
407,12,1,33,405,3,3
4,4,1,11,406,4,364
383,5,1,5,5,10,227
235,10,1,6,382,1,365
384,2,1,9,234,12,342
359,12,1,3,383,27,390
408,26,1,11,358,6,8
88,23,1,0,0,0,182
190,1,1,22,86,3,3
4,4,1,2,189,4,285
299,5,1,5,5,17,35
39,8,1,6,298,2,360
379,3,1,7,37,10,155
161,10,1,4,378,2,391
409,3,1,9,159,20,65
70,20,1,4,407,21,66
57,18,1,19,68,7,15
18,0,1,17,55,16,33
37,16,1,1,16,1,392
410,2,1,15,35,2,393
411,3,1,3,408,10,155
161,10,1,4,409,17,35
39,8,1,9,159,36,394
412,36,0,7,37,16,33
37,16,0,37,410,1,395
413,2,0,15,35,15,377
396,15,1,3,411,7,381
399,0,3,14,395,10,137
142,10,1,1,398,30,396
414,29,1,9,140,5,7
8,6,1,28,412,6,8
13,8,1,0,0,1,397
415,2,1,7,11,2,398
416,3,1,3,413,16,33
37,16,1,4,414,7,368
387,0,0,15,35,9,73
77,9,1,1,386,7,370
389,0,0,8,75,7,399
417,0,0,1,388,10,227
235,10,1,1,415,17,150
156,8,1,9,234,2,400
418,3,1,7,154,11,292
306,11,1,4,416,9,146
152,9,1,10,305,15,401
419,15,1,8,150,12,115
119,12,1,14,417,10,155
161,10,1,11,117,7,381
399,0,3,9,159,16,33
37,16,1,1,398,12,402
420,12,1,15,35,23,193
201,22,1,11,418,9,403
421,9,1,21,200,17,277
290,8,1,8,419,12,404
422,12,1,7,289,10,155
161,10,1,11,420,33,405
423,32,1,9,159,17,35
39,8,1,32,421,2,380
398,3,1,7,37,9,146
152,9,1,4,397,15,406
424,15,1,8,150,17,35
39,8,1,14,422,2,362
381,3,1,7,37,19,363
382,19,1,4,380,10,64
69,10,1,18,381,12,342
359,12,1,9,67,10,18
21,10,1,11,358,7,339
356,0,4,9,19,20,65
70,20,1,1,355,24,181
189,23,1,19,68,7,357
375,0,4,22,188,0,407
425,1,1,1,374,17,74
78,8,1,2,423,2,408
426,3,1,7,76,2,409
427,3,1,4,424,5,7
8,6,1,4,425,6,8
354,0,4,0,0,20,65
70,20,1,1,353,24,181
189,23,1,19,68,0,220
228,1,1,22,188,19,175
183,19,1,2,227,15,410
428,15,1,18,182,17,411
429,8,1,14,426,7,343
361,0,4,7,427,12,222
230,12,1,1,360,3,3
4,4,1,11,229,4,412
430,5,1,5,5,18,413
431,17,1,6,428,1,414
432,2,1,16,429,2,415
433,3,1,3,430,20,65
70,20,1,4,431,9,51
55,9,1,19,68,15,356
374,15,1,8,53,10,87
92,10,1,14,373,17,74
78,8,1,9,90,2,347
365,3,1,7,76,3,3
4,4,1,4,364,7,348
366,0,4,5,5,17,354
372,8,1,1,365,2,355
373,3,1,7,371,10,87
92,10,1,4,372,7,349
367,0,2,9,90,7,350
368,0,1,1,366,7,351
369,0,1,1,367,7,352
370,0,3,1,368,5,7
8,6,1,1,369,6,8
260,33,1,34,259,6,8
354,0,4,0,0,0,338
355,1,1,1,353,2,362
381,3,1,2,354,19,363
382,19,1,4,380,10,64
69,10,1,18,381,7,339
356,0,4,9,67,12,342
359,12,1,1,355,5,7
8,6,1,11,358,6,8
360,29,4,0,0,8,10
12,7,1,28,359,6,8
354,0,4,0,0,0,220
228,1,1,1,353,9,13
16,9,1,2,227,11,16
19,11,1,8,14,9,51
55,9,1,10,17,2,362
381,3,1,8,53,10,64
69,10,1,4,380,1,365
384,2,1,9,67,12,342
359,12,1,3,383,10,18
21,10,1,11,358,7,339
356,0,4,9,19,23,80
85,22,1,1,355,10,83
88,10,1,21,83,17,35
39,8,1,9,86,1,416
434,2,1,7,37,2,417
435,3,1,3,432,14,42
46,14,1,4,433,4,207
215,5,1,13,44,1,418
436,2,1,6,214,12,419
437,12,1,3,434,10,420
438,10,1,11,435,17,83
88,8,1,9,436,2,421
439,3,1,7,86,5,7
8,6,1,4,437,6,8
440,12,1,0,0,14,42
46,14,1,11,438,4,30
33,5,1,13,44,15,422
441,15,1,6,31,3,3
4,4,1,14,439,4,423
442,5,1,5,5,17,35
39,8,1,6,440,2,362
381,3,1,7,37,23,80
85,22,1,4,380,2,424
443,3,1,21,83,10,155
161,10,1,4,441,17,35
39,8,1,9,159,12,342
359,12,1,7,37,20,65
70,20,1,11,358,17,35
39,8,1,19,68,2,425
444,3,1,7,37,7,426
445,0,0,4,442,2,75
79,3,1,1,443,2,427
446,3,1,4,77,15,377
396,15,1,4,444,7,381
399,0,3,14,395,7,382
400,0,3,1,398,20,65
70,20,1,1,399,1,428
447,2,1,19,68,2,429
448,3,1,3,445,2,214
221,3,1,4,446,10,155
161,10,1,4,220,17,35
39,8,1,9,159,7,430
449,0,0,7,37,10,64
69,10,0,1,447,7,431
450,0,0,9,67,10,432
451,10,0,1,448,17,35
39,8,0,9,449,7,339
356,0,0,7,37,7,433
452,0,0,1,355,20,65
70,20,1,1,450,10,137
142,10,1,19,68,30,396
414,29,1,9,140,19,266
279,19,1,28,412,19,14
17,19,1,18,278,7,41
45,0,1,18,15,5,7
8,6,1,1,43,6,8
260,33,1,34,259,6,8
2,0,2,0,0,7,434
453,0,1,1,3,2,435
454,3,1,1,451,12,436
455,12,1,4,452,19,303
318,19,1,11,453,8,437
456,7,1,18,317,1,438
457,2,1,33,454,2,439
458,3,1,3,455,37,440
459,37,1,4,456,2,439
458,3,1,38,457,5,7
8,6,1,4,456,6,8
460,0,4,0,0,8,10
12,7,1,1,458,6,8
2,2,2,0,0,1,441
461,2,1,3,3,12,436
455,12,1,3,459,10,155
